date,NO2_value
2021-03-21,6.98E-05
2021-03-22,9.72E-05
2021-03-23,7.34E-05
2021-03-24,6.52E-05
2021-03-25,6.77E-05
2021-03-25,7.01E-05
2021-03-26,7.17E-05
2021-03-26,7.32E-05
2021-03-27,6.35E-05
2021-03-28,6.65E-05
2021-03-29,6.95E-05
2021-03-30,7.08E-05
2021-03-31,7.31E-05
2021-03-31,7.24E-05
2021-04-01,6.89E-05
2021-04-02,7.28E-05
2021-04-03,6.65E-05
2021-04-04,5.77E-05
2021-04-05,4.24E-05
2021-04-05,6.17E-05
2021-04-06,8.03E-05
2021-04-07,8.84E-05
2021-04-08,6.63E-05
2021-04-09,6.79E-05
2021-04-10,7.02E-05
2021-04-10,8.35E-05
2021-04-11,6.47E-05
2021-04-11,7.15E-05
2021-04-12,7.57E-05
2021-04-13,7.55E-05
2021-04-14,9.26E-05
2021-04-15,8.69E-05
2021-04-16,7.17E-05
2021-04-16,8.27E-05
2021-04-17,7.82E-05
2021-04-18,8.59E-05
2021-04-19,9.11E-05
2021-04-20,7.14E-05
2021-04-21,6.56E-05
2021-04-21,7.30E-05
2021-04-22,7.58E-05
2021-04-23,9.14E-05
2021-04-24,8.30E-05
2021-04-25,7.19E-05
2021-04-26,7.04E-05
2021-04-26,7.19E-05
2021-04-27,7.43E-05
2021-04-27,8.29E-05
2021-04-28,8.80E-05
2021-04-29,9.08E-05
2021-04-30,7.31E-05
2021-05-01,7.16E-05
2021-05-02,7.06E-05
2021-05-02,7.96E-05
2021-05-03,9.82E-05
2021-05-04,9.49E-05
2021-05-05,9.96E-05
2021-05-06,8.10E-05
2021-05-07,7.62E-05
2021-05-07,8.50E-05
2021-05-08,8.68E-05
2021-05-09,7.96E-05
2021-05-10,9.61E-05
2021-05-11,1.07E-04
2021-05-12,8.71E-05
2021-05-12,9.03E-05
2021-05-13,8.46E-05
2021-05-13,8.59E-05
2021-05-14,8.38E-05
2021-05-15,8.65E-05
2021-05-16,7.06E-05
2021-05-17,7.57E-05
2021-05-18,6.67E-05
2021-05-18,7.86E-05
2021-05-19,8.31E-05
2021-05-20,1.22E-04
2021-05-21,7.61E-05
2021-05-22,7.67E-05
2021-05-23,7.53E-05
2021-05-23,7.87E-05
2021-05-24,9.33E-05
2021-05-25,9.59E-05
2021-05-26,1.25E-04
2021-05-27,1.02E-04
2021-05-28,8.74E-05
2021-05-28,8.58E-05
2021-05-29,7.98E-05
2021-05-29,7.78E-05
2021-05-30,7.74E-05
2021-05-31,1.06E-04
2021-06-01,7.84E-05
2021-06-02,7.31E-05
2021-06-03,8.67E-05
2021-06-03,9.43E-05
2021-06-04,9.32E-05
2021-06-05,1.06E-04
2021-06-06,8.99E-05
2021-06-07,1.05E-04
2021-06-08,9.75E-05
2021-06-08,9.04E-05
2021-06-09,8.38E-05
2021-06-10,7.95E-05
2021-06-11,7.70E-05
2021-06-12,7.64E-05
2021-06-13,8.82E-05
2021-06-13,8.92E-05
2021-06-14,9.15E-05
2021-06-14,9.08E-05
2021-06-15,7.91E-05
2021-06-16,7.67E-05
2021-06-17,9.20E-05
2021-06-18,9.69E-05
2021-06-19,8.70E-05
2021-06-19,9.07E-05
2021-06-20,9.05E-05
2021-06-21,6.80E-05
2021-06-22,1.23E-04
2021-06-23,1.06E-04
2021-06-24,9.83E-05
2021-06-24,1.01E-04
2021-06-25,1.07E-04
2021-06-26,1.10E-04
2021-06-27,1.01E-04
2021-06-28,1.03E-04
2021-06-29,8.87E-05
2021-06-29,9.27E-05
2021-07-01,9.38E-05
2021-07-02,1.32E-04
2021-07-03,8.50E-05
2021-07-04,9.29E-05
2021-07-05,8.89E-05
2021-07-05,9.38E-05
2021-07-06,1.10E-04
2021-07-07,1.05E-04
2021-07-08,1.16E-04
2021-07-09,9.74E-05
2021-07-10,9.33E-05
2021-07-10,9.93E-05
2021-07-11,1.03E-04
2021-07-12,9.89E-05
2021-07-13,9.81E-05
2021-07-14,1.24E-04
2021-07-15,1.01E-04
2021-07-15,1.03E-04
2021-07-16,8.72E-05
2021-07-16,1.06E-04
2021-07-17,1.33E-04
2021-07-18,1.14E-04
2021-07-19,1.03E-04
2021-07-20,8.24E-05
2021-07-21,8.08E-05
2021-07-21,8.65E-05
2021-07-22,9.77E-05
2021-07-23,9.54E-05
2021-07-24,9.93E-05
2021-07-25,8.71E-05
2021-07-26,9.81E-05
2021-07-26,9.95E-05
2021-07-27,1.13E-04
2021-07-28,1.08E-04
2021-07-29,1.18E-04
2021-07-30,1.19E-04
2021-07-31,1.14E-04
2021-07-31,1.19E-04
2021-08-01,8.71E-05
2021-08-01,9.97E-05
2021-08-02,1.22E-04
2021-08-03,1.23E-04
2021-08-04,1.37E-04
2021-08-05,1.07E-04
2021-08-06,1.03E-04
2021-08-06,1.01E-04
2021-08-07,1.19E-04
2021-08-08,9.76E-05
2021-08-09,1.10E-04
2021-08-10,8.95E-05
2021-08-11,8.58E-05
2021-08-11,9.65E-05
2021-08-12,1.07E-04
2021-08-13,9.56E-05
2021-08-14,8.66E-05
2021-08-15,9.11E-05
2021-08-16,9.27E-05
2021-08-16,9.02E-05
2021-08-17,8.92E-05
2021-08-17,8.59E-05
2021-08-18,8.56E-05
2021-08-19,1.07E-04
2021-08-20,9.32E-05
2021-08-21,9.81E-05
2021-08-22,9.39E-05
2021-08-22,9.49E-05
2021-08-23,1.03E-04
2021-08-24,1.43E-04
2021-08-25,1.67E-04
2021-08-26,1.28E-04
2021-08-27,1.14E-04
2021-08-27,1.09E-04
2021-08-28,9.60E-05
2021-08-29,8.81E-05
2021-08-30,9.21E-05
2021-08-31,1.27E-04
2021-09-01,1.03E-04
2021-09-01,9.10E-05
2021-09-02,8.22E-05
2021-09-02,8.30E-05
2021-09-03,9.28E-05
2021-09-04,1.06E-04
2021-09-05,8.15E-05
2021-09-06,8.56E-05
2021-09-07,9.06E-05
2021-09-07,1.01E-04
2021-09-08,8.97E-05
2021-09-09,7.99E-05
2021-09-10,7.46E-05
2021-09-11,8.88E-05
2021-09-12,7.53E-05
2021-09-12,7.91E-05
2021-09-13,9.27E-05
2021-09-14,8.91E-05
2021-09-15,7.59E-05
2021-09-16,7.42E-05
2021-09-17,8.09E-05
2021-09-17,8.15E-05
2021-09-18,7.80E-05
2021-09-18,8.03E-05
2021-09-19,7.54E-05
2021-09-20,1.06E-04
2021-09-21,9.73E-05
2021-09-22,1.19E-04
2021-09-23,7.51E-05
2021-09-23,7.49E-05
2021-09-24,7.00E-05
2021-09-25,7.83E-05
2021-09-26,8.13E-05
2021-09-27,8.38E-05
2021-09-28,1.03E-04
2021-09-28,9.92E-05
2021-09-29,1.06E-04
2021-09-30,8.15E-05
2021-10-01,7.34E-05
2021-10-02,9.82E-05
2021-10-03,8.41E-05
2021-10-03,8.84E-05
2021-10-04,8.70E-05
2021-10-04,9.71E-05
2021-10-05,8.41E-05
2021-10-06,7.93E-05
2021-10-07,8.74E-05
2021-10-08,8.79E-05
2021-10-09,7.09E-05
2021-10-09,7.92E-05
2021-10-10,6.64E-05
2021-10-11,1.10E-04
2021-10-12,9.23E-05
2021-10-13,5.80E-05
2021-10-14,7.47E-05
2021-10-14,8.31E-05
2021-10-15,7.78E-05
2021-10-16,7.44E-05
2021-10-17,6.03E-05
2021-10-18,6.69E-05
2021-10-19,6.12E-05
2021-10-19,6.54E-05
2021-10-20,6.51E-05
2021-10-20,6.36E-05
2021-10-21,8.06E-05
2021-10-22,6.86E-05
2021-10-23,6.41E-05
2021-10-24,6.72E-05
2021-10-25,6.76E-05
2021-10-25,6.62E-05
2021-10-26,8.76E-05
2021-10-27,8.28E-05
2021-10-28,6.53E-05
2021-10-29,6.68E-05
2021-10-30,6.51E-05
2021-10-30,6.63E-05
2021-10-31,6.95E-05
2021-11-01,8.84E-05
2021-11-02,6.45E-05
2021-11-03,5.07E-05
2021-11-04,7.39E-05
2021-11-04,7.30E-05
2021-11-05,7.95E-05
2021-11-05,7.23E-05
2021-11-06,8.19E-05
2021-11-07,7.50E-05
2021-11-08,1.09E-04
2021-11-09,1.15E-04
2021-11-10,7.34E-05
2021-11-10,8.11E-05
2021-11-11,7.70E-05
2021-11-12,7.12E-05
2021-11-13,8.07E-05
2021-11-14,8.46E-05
2021-11-15,7.87E-05
2021-11-15,8.87E-05
2021-11-16,7.27E-05
2021-11-17,8.67E-05
2021-11-18,1.12E-04
2021-11-19,8.88E-05
2021-11-20,7.03E-05
2021-11-20,1.02E-04
2021-11-21,1.11E-04
2021-11-21,8.85E-05
2021-11-22,8.30E-05
2021-11-23,8.93E-05
2021-11-24,6.64E-05
2021-11-25,7.90E-05
2021-11-26,8.10E-05
2021-11-26,9.15E-05
2021-11-27,5.51E-05
2021-11-28,7.70E-05
2021-11-29,7.10E-05
2021-11-30,9.93E-05
2021-12-01,3.88E-05
2021-12-01,4.79E-05
2021-12-02,8.45E-05
2021-12-03,9.42E-05
2021-12-04,1.06E-04
2021-12-05,1.16E-04
2021-12-06,7.22E-05
2021-12-06,7.66E-05
2021-12-07,1.01E-04
2021-12-07,8.56E-05
2021-12-08,6.55E-05
2021-12-09,5.86E-05
2021-12-10,7.60E-05
2021-12-11,6.12E-05
2021-12-12,7.30E-05
2021-12-12,5.99E-05
2021-12-13,9.05E-05
2021-12-14,1.69E-04
2021-12-15,1.33E-04
2021-12-16,7.97E-05
2021-12-17,6.86E-05
2021-12-17,5.90E-05
2021-12-18,4.87E-05
2021-12-19,5.56E-05
2021-12-20,5.16E-05
2021-12-21,5.81E-05
2021-12-22,6.48E-05
2021-12-22,7.62E-05
2021-12-23,6.42E-05
2021-12-23,9.04E-05
2021-12-24,8.23E-05
2021-12-25,7.53E-05
2021-12-26,6.47E-05
2021-12-27,5.70E-05
2021-12-28,7.04E-05
2021-12-28,8.89E-05
2021-12-29,6.73E-05
2021-12-30,1.65E-04
2022-01-01,8.08E-05
2022-01-02,6.22E-05
2022-01-02,5.64E-05
2022-01-03,8.65E-05
2022-01-04,5.53E-05
2022-01-05,6.55E-05
2022-01-06,8.63E-05
2022-01-07,7.37E-05
2022-01-07,8.37E-05
2022-01-08,9.02E-05
2022-01-08,8.56E-05
2022-01-09,8.61E-05
2022-01-10,4.48E-05
2022-01-11,5.51E-05
2022-01-12,1.13E-04
2022-01-13,5.50E-05
2022-01-13,5.99E-05
2022-01-14,6.30E-05
2022-01-15,4.68E-05
2022-01-16,4.95E-05
2022-01-17,8.23E-05
2022-01-18,4.21E-05
2022-01-18,3.79E-05
2022-01-19,4.43E-05
2022-01-20,4.73E-05
2022-01-21,4.85E-05
2022-01-22,4.85E-05
2022-01-23,4.35E-05
2022-01-23,5.20E-05
2022-01-24,3.91E-05
2022-01-24,5.34E-05
2022-01-25,8.62E-05
2022-01-26,3.61E-05
2022-01-27,6.26E-05
2022-01-28,6.71E-05
2022-01-29,6.68E-05
2022-01-29,6.88E-05
2022-01-30,6.67E-05
2022-01-31,8.23E-05
2022-02-01,4.79E-05
2022-02-02,1.03E-04
2022-02-03,9.04E-05
2022-02-03,9.45E-05
2022-02-04,7.24E-05
2022-02-05,7.68E-05
2022-02-06,5.32E-05
2022-02-07,7.68E-05
2022-02-08,6.54E-05
2022-02-08,6.39E-05
2022-02-09,4.95E-05
2022-02-09,5.67E-05
2022-02-10,7.30E-05
2022-02-11,7.26E-05
2022-02-12,7.93E-05
2022-02-13,6.69E-05
2022-02-14,6.13E-05
2022-02-14,5.83E-05
2022-02-15,7.65E-05
2022-02-16,7.38E-05
2022-02-17,2.95E-05
2022-02-18,8.52E-05
2022-02-19,6.58E-05
2022-02-19,7.27E-05
2022-02-22,5.40E-05
2022-02-23,5.98E-05
2022-02-24,9.90E-05
2022-02-24,7.46E-05
2022-02-25,5.99E-05
2022-02-25,6.30E-05
2022-02-26,6.11E-05
2022-02-27,5.68E-05
2022-02-28,7.44E-05
2022-03-01,6.05E-05
2022-03-02,5.92E-05
2022-03-02,4.70E-05
2022-03-03,5.78E-05
2022-03-04,6.41E-05
2022-03-05,6.09E-05
2022-03-06,5.23E-05
2022-03-07,6.94E-05
2022-03-07,5.92E-05
2022-03-08,5.51E-05
2022-03-09,5.06E-05
2022-03-10,5.84E-05
2022-03-11,6.59E-05
2022-03-12,6.12E-05
2022-03-12,6.97E-05
2022-03-13,5.71E-05
2022-03-13,6.12E-05
2022-03-14,6.24E-05
2022-03-15,6.42E-05
2022-03-16,6.64E-05
2022-03-17,5.02E-05
2022-03-18,7.49E-05
2022-03-18,8.14E-05
2022-03-19,5.22E-05
2022-03-20,6.33E-05
2022-03-21,7.56E-05
2022-03-22,8.38E-05
2022-03-23,6.48E-05
2022-03-23,6.71E-05
2022-03-24,6.45E-05
2022-03-25,7.05E-05
2022-03-26,6.92E-05
2022-03-27,6.82E-05
2022-03-28,7.88E-05
2022-03-28,7.87E-05
2022-03-29,6.62E-05
2022-03-29,3.52E-05
2022-03-30,9.45E-05
2022-03-31,9.06E-05
2022-04-01,7.69E-05
2022-04-02,7.52E-05
2022-04-03,5.08E-05
2022-04-03,5.37E-05
2022-04-04,5.92E-05
2022-04-05,7.17E-05
2022-04-06,7.68E-05
2022-04-07,7.26E-05
2022-04-08,6.48E-05
2022-04-08,6.98E-05
2022-04-09,7.58E-05
2022-04-10,6.83E-05
2022-04-11,7.71E-05
2022-04-12,7.03E-05
2022-04-13,7.63E-05
2022-04-13,8.00E-05
2022-04-14,7.53E-05
2022-04-14,7.67E-05
2022-04-15,8.44E-05
2022-04-16,1.13E-04
2022-04-17,6.94E-05
2022-04-18,7.16E-05
2022-04-19,6.68E-05
2022-04-19,7.03E-05
2022-04-20,7.60E-05
2022-04-21,8.76E-05
2022-04-22,8.76E-05
2022-04-23,8.87E-05
2022-04-24,7.81E-05
2022-04-24,7.93E-05
2022-04-25,9.11E-05
2022-04-26,9.65E-05
2022-04-27,8.69E-05
2022-04-28,1.12E-04
2022-04-29,7.49E-05
2022-04-29,7.38E-05
2022-04-30,7.67E-05
2022-04-30,7.78E-05
2022-05-02,5.02E-05
2022-05-03,6.99E-05
2022-05-04,7.83E-05
2022-05-05,8.39E-05
2022-05-05,8.18E-05
2022-05-06,9.02E-05
2022-05-07,8.61E-05
2022-05-08,8.48E-05
2022-05-09,7.09E-05
2022-05-10,8.74E-05
2022-05-10,8.67E-05
2022-05-11,7.96E-05
2022-05-12,9.35E-05
2022-05-13,9.18E-05
2022-05-14,6.35E-05
2022-05-15,8.71E-05
2022-05-15,8.98E-05
2022-05-16,8.40E-05
2022-05-16,9.29E-05
2022-05-17,1.04E-04
2022-05-18,1.15E-04
2022-05-19,7.97E-05
2022-05-20,7.43E-05
2022-05-21,7.88E-05
2022-05-21,8.01E-05
2022-05-22,8.06E-05
2022-05-23,8.21E-05
2022-05-24,1.00E-04
2022-05-25,1.16E-04
2022-05-26,8.43E-05
2022-05-26,8.85E-05
2022-05-27,8.90E-05
2022-05-28,1.07E-04
2022-05-29,1.16E-04
2022-05-30,9.62E-05
2022-05-31,8.94E-05
2022-05-31,9.26E-05
2022-06-01,8.71E-05
2022-06-01,1.07E-04
2022-06-02,1.22E-04
2022-06-03,1.03E-04
2022-06-04,1.11E-04
2022-06-05,9.19E-05
2022-06-06,9.70E-05
2022-06-06,8.69E-05
2022-06-07,5.11E-05
2022-06-08,1.16E-04
2022-06-09,8.83E-05
2022-06-10,7.06E-05
2022-06-11,7.92E-05
2022-06-11,8.53E-05
2022-06-12,6.82E-05
2022-06-13,8.40E-05
2022-06-14,8.44E-05
2022-06-15,1.06E-04
2022-06-16,9.53E-05
2022-06-16,9.19E-05
2022-06-17,8.73E-05
2022-06-17,9.13E-05
2022-06-18,1.07E-04
2022-06-19,9.18E-05
2022-06-20,1.19E-04
2022-06-21,8.58E-05
2022-06-22,9.15E-05
2022-06-22,9.43E-05
2022-06-23,9.57E-05
2022-06-24,9.87E-05
2022-06-25,8.42E-05
2022-06-26,8.51E-05
2022-06-27,8.98E-05
2022-06-27,9.03E-05
2022-06-28,8.86E-05
2022-06-29,1.04E-04
2022-07-01,9.70E-05
2022-07-02,9.19E-05
2022-07-02,8.97E-05
2022-07-03,8.64E-05
2022-07-03,8.94E-05
2022-07-04,1.06E-04
2022-07-05,9.35E-05
2022-07-06,9.58E-05
2022-07-07,1.00E-04
2022-07-08,9.64E-05
2022-07-08,9.90E-05
2022-07-09,9.80E-05
2022-07-10,7.80E-05
2022-07-11,9.64E-05
2022-07-12,9.19E-05
2022-07-13,9.40E-05
2022-07-13,9.40E-05
2022-07-14,1.04E-04
2022-07-15,1.17E-04
2022-07-16,9.57E-05
2022-07-17,9.71E-05
2022-07-18,9.56E-05
2022-07-18,9.14E-05
2022-07-19,9.66E-05
2022-07-19,1.07E-04
2022-07-20,1.10E-04
2022-07-21,9.79E-05
2022-07-22,1.01E-04
2022-07-23,9.47E-05
2022-07-24,8.55E-05
2022-07-24,9.22E-05
2022-07-25,9.30E-05
2022-07-26,1.10E-04
2022-07-27,9.80E-05
2022-07-28,1.18E-04
2022-07-29,1.02E-04
2022-07-29,1.00E-04
2022-07-30,9.66E-05
2022-07-31,1.05E-04
2022-08-02,9.31E-05
2022-08-03,1.01E-04
2022-08-03,9.87E-05
2022-08-04,8.63E-05
2022-08-04,9.70E-05
2022-08-05,1.10E-04
2022-08-06,8.59E-05
2022-08-07,8.37E-05
2022-08-08,9.26E-05
2022-08-09,8.82E-05
2022-08-09,8.58E-05
2022-08-10,8.65E-05
2022-08-11,8.81E-05
2022-08-12,9.36E-05
2022-08-13,1.03E-04
2022-08-14,9.30E-05
2022-08-14,8.90E-05
2022-08-15,8.44E-05
2022-08-16,9.80E-05
2022-08-17,1.19E-04
2022-08-18,1.23E-04
2022-08-19,1.01E-04
2022-08-19,9.51E-05
2022-08-20,9.13E-05
2022-08-20,1.05E-04
2022-08-21,9.65E-05
2022-08-22,8.21E-05
2022-08-23,7.91E-05
2022-08-24,7.41E-05
2022-08-25,6.80E-05
2022-08-25,6.98E-05
2022-08-26,9.36E-05
2022-08-27,9.25E-05
2022-08-28,7.63E-05
2022-08-29,9.06E-05
2022-08-30,9.33E-05
2022-08-30,8.35E-05
2022-08-31,8.06E-05
2022-09-01,8.36E-05
2022-09-02,9.15E-05
2022-09-03,7.71E-05
2022-09-04,8.52E-05
2022-09-04,8.40E-05
2022-09-05,8.82E-05
2022-09-05,1.01E-04
2022-09-06,9.36E-05
2022-09-07,1.03E-04
2022-09-08,9.36E-05
2022-09-09,8.81E-05
2022-09-10,8.44E-05
2022-09-10,9.15E-05
2022-09-11,8.24E-05
2022-09-12,1.05E-04
2022-09-13,8.84E-05
2022-09-14,8.24E-05
2022-09-15,8.48E-05
2022-09-15,7.79E-05
2022-09-16,9.54E-05
2022-09-17,9.86E-05
2022-09-18,6.77E-05
2022-09-19,7.81E-05
2022-09-20,8.43E-05
2022-09-20,8.28E-05
2022-09-21,7.47E-05
2022-09-21,7.58E-05
2022-09-22,7.42E-05
2022-09-23,8.33E-05
2022-09-24,6.76E-05
2022-09-25,7.83E-05
2022-09-26,8.48E-05
2022-09-26,9.19E-05
2022-09-27,6.51E-05
2022-09-28,6.70E-05
2022-09-29,6.74E-05
2022-09-30,6.99E-05
2022-10-01,7.66E-05
2022-10-01,7.47E-05
2022-10-02,7.51E-05
2022-10-03,7.69E-05
2022-10-04,8.35E-05
2022-10-05,9.22E-05
2022-10-06,9.45E-05
2022-10-06,8.65E-05
2022-10-07,9.50E-05
2022-10-07,8.82E-05
2022-10-08,6.45E-05
2022-10-09,6.34E-05
2022-10-10,8.48E-05
2022-10-11,8.66E-05
2022-10-12,7.33E-05
2022-10-12,7.30E-05
2022-10-13,8.31E-05
2022-10-14,9.56E-05
2022-10-15,8.48E-05
2022-10-16,9.63E-05
2022-10-17,7.34E-05
2022-10-17,5.93E-05
2022-10-18,6.32E-05
2022-10-19,6.86E-05
2022-10-20,6.06E-05
2022-10-21,6.88E-05
2022-10-22,6.99E-05
2022-10-22,6.86E-05
2022-10-23,7.50E-05
2022-10-23,6.98E-05
2022-10-24,8.13E-05
2022-10-26,8.31E-05
2022-10-27,7.26E-05
2022-10-28,6.78E-05
2022-10-28,7.22E-05
2022-10-29,7.18E-05
2022-10-30,8.30E-05
2022-10-31,7.67E-05
2022-11-01,8.11E-05
2022-11-02,7.74E-05
2022-11-02,8.22E-05
2022-11-03,8.46E-05
2022-11-04,1.09E-04
2022-11-05,7.66E-05
2022-11-06,7.84E-05
2022-11-07,6.66E-05
2022-11-07,6.58E-05
2022-11-08,7.59E-05
2022-11-08,7.39E-05
2022-11-09,8.32E-05
2022-11-10,7.87E-05
2022-11-11,8.05E-05
2022-11-12,7.41E-05
2022-11-13,7.77E-05
2022-11-13,7.46E-05
2022-11-14,8.07E-05
2022-11-15,8.83E-05
2022-11-16,6.15E-05
2022-11-17,6.33E-05
2022-11-18,7.68E-05
2022-11-18,7.53E-05
2022-11-19,9.22E-05
2022-11-20,7.43E-05
2022-11-21,1.24E-04
2022-11-22,6.14E-05
2022-11-23,7.03E-05
2022-11-23,6.38E-05
2022-11-24,8.38E-05
2022-11-24,6.78E-05
2022-11-25,6.47E-05
2022-11-26,6.76E-05
2022-11-27,6.46E-05
2022-11-28,7.22E-05
2022-11-29,9.60E-05
2022-11-29,7.93E-05
2022-11-30,7.60E-05
2022-12-01,9.70E-05
2022-12-02,7.31E-05
2022-12-03,9.55E-05
2022-12-04,9.29E-05
2022-12-04,8.50E-05
2022-12-05,6.24E-05
2022-12-06,1.33E-04
2022-12-07,1.07E-04
2022-12-08,1.01E-04
2022-12-09,7.87E-05
2022-12-09,8.28E-05
2022-12-10,7.25E-05
2022-12-10,9.25E-05
2022-12-11,8.86E-05
2022-12-12,9.05E-05
2022-12-13,7.42E-05
2022-12-14,6.30E-05
2022-12-15,7.28E-05
2022-12-15,7.35E-05
2022-12-16,6.90E-05
2022-12-17,7.37E-05
2022-12-18,5.99E-05
2022-12-19,1.12E-04
2022-12-20,8.13E-05
2022-12-20,8.05E-05
2022-12-21,7.00E-05
2022-12-22,6.13E-05
2022-12-23,5.80E-05
2022-12-24,6.68E-05
2022-12-25,8.09E-05
2022-12-25,6.68E-05
2022-12-26,6.48E-05
2022-12-26,6.77E-05
2022-12-27,6.78E-05
2022-12-28,7.13E-05
2022-12-29,9.57E-05
2022-12-30,7.71E-05
2023-01-01,5.76E-05
2023-01-02,5.69E-05
2023-01-03,6.12E-05
2023-01-04,8.25E-05
2023-01-05,1.02E-04
2023-01-05,9.76E-05
2023-01-06,7.23E-05
2023-01-07,7.57E-05
2023-01-08,6.65E-05
2023-01-09,6.95E-05
2023-01-10,1.01E-04
2023-01-10,9.31E-05
2023-01-11,5.80E-05
2023-01-12,1.07E-04
2023-01-13,5.68E-05
2023-01-14,1.14E-04
2023-01-15,8.42E-05
2023-01-16,1.27E-04
2023-01-16,1.28E-04
2023-01-17,7.39E-05
2023-01-18,7.01E-05
2023-01-19,7.22E-05
2023-01-20,9.99E-05
2023-01-21,8.77E-05
2023-01-21,7.73E-05
2023-01-22,6.65E-05
2023-01-23,7.77E-05
2023-01-24,6.91E-05
2023-01-25,9.64E-05
2023-01-26,6.89E-05
2023-01-26,7.78E-05
2023-01-27,7.87E-05
2023-01-27,7.76E-05
2023-01-28,9.49E-05
2023-01-29,6.57E-05
2023-01-30,8.26E-05
2023-02-01,0.000095
2023-02-01,0.000084
2023-02-02,0.00006
2023-02-03,0.000073
2023-02-04,0.000068
2023-02-05,0.000083
2023-02-06,0.000064
2023-02-06,0.000064
2023-02-07,0.000061
2023-02-08,0.000061
2023-02-09,0.00007
2023-02-10,0.000073
2023-02-11,0.000062
2023-02-11,0.000059
2023-02-12,0.000083
2023-02-12,0.000085
2023-02-13,0.000085
2023-02-14,0.000079
2023-02-15,0.000069
2023-02-16,0.000078
2023-02-17,0.000082
2023-02-17,0.000085
2023-02-18,0.000068
2023-02-19,0.000061
2023-02-20,0.000072
2023-02-21,0.000067
2023-02-22,0.000093
2023-02-22,0.00008
2023-02-23,0.000055
2023-02-24,0.000067
2023-02-25,0.000084
2023-02-26,0.000067
2023-02-27,0.000075
2023-02-27,0.000073
2023-02-28,0.000082
2023-02-28,0.000081
2023-03-01,0.000073
2023-03-02,0.000098
2023-03-03,0.00006
2023-03-04,0.000086
2023-03-05,0.000053
2023-03-05,0.000059
2023-03-06,0.000058
2023-03-07,0.000071
2023-03-08,0.000071
2023-03-09,0.000066
2023-03-10,0.000072
2023-03-10,0.000068
2023-03-11,0.000063
2023-03-12,0.000072
2023-03-13,0.000057
2023-03-14,0.000067
2023-03-15,0.000069
2023-03-15,0.000071
2023-03-16,0.000063
2023-03-16,0.000069
2023-03-17,0.000064
2023-03-18,0.000069
2023-03-19,0.000074
2023-03-20,0.000079
2023-03-21,0.000067
2023-03-21,0.000073
2023-03-22,0.000066
2023-03-23,0.000084
2023-03-24,0.000081
2023-03-25,0.000083
2023-03-26,0.000072
2023-03-26,0.000083
2023-03-27,0.000077
2023-03-28,0.000075
2023-03-29,0.000064
2023-03-30,0.00007
2023-03-31,0.000075
2023-03-31,0.000074
2023-04-01,0.000066
2023-04-01,0.000069
2023-04-02,0.000071
2023-04-03,0.000081
2023-04-04,0.000108
2023-04-05,0.000073
2023-04-06,0.000068
2023-04-06,0.000069
2023-04-07,0.000087
2023-04-08,0.000068
2023-04-09,0.000058
2023-04-10,0.000087
2023-04-11,0.000072
2023-04-11,0.00008
2023-04-12,0.000074
2023-04-13,0.000084
2023-04-14,0.000099
2023-04-15,0.000075
2023-04-16,0.00008
2023-04-16,0.000069
2023-04-17,0.000078
2023-04-17,0.000084
2023-04-18,0.000097
2023-04-19,0.000046
2023-04-20,0.000077
2023-04-21,0.000073
2023-04-22,0.000087
2023-04-22,0.000087
2023-04-23,0.000076
2023-04-24,0.000087
2023-04-25,0.000096
2023-04-26,0.000099
2023-04-27,0.000065
2023-04-27,0.000076
2023-04-28,0.000077
2023-04-29,0.000168
2023-04-30,0.000084
2023-05-01,0.000087
2023-05-02,0.000095
2023-05-02,0.000095
2023-05-03,0.000101
2023-05-03,0.000098
2023-05-04,0.000096
2023-05-05,0.0001
2023-05-06,0.000089
2023-05-07,0.000096
2023-05-08,0.000085
2023-05-08,0.000095
2023-05-09,0.000095
2023-05-10,0.000106
2023-05-11,0.000096
2023-05-12,0.000079
2023-05-13,0.000082
2023-05-13,0.000086
2023-05-14,0.000094
2023-05-15,0.000083
2023-05-16,0.000098
2023-05-17,0.000133
2023-05-18,0.000082
2023-05-18,0.000085
2023-05-19,0.00008
2023-05-19,0.000086
2023-05-20,0.000093
2023-05-21,0.000088
2023-05-22,0.000101
2023-05-23,0.000086
2023-05-24,0.000083
2023-05-24,0.000077
2023-05-25,0.000087
2023-05-26,0.000104
2023-05-27,0.000052
2023-05-30,0.000082
2023-05-31,0.000092
2023-06-01,0.000072
2023-06-02,0.000084
2023-06-04,0.000077
2023-06-04,0.000082
2023-06-05,0.0001
2023-06-06,0.00011
2023-06-07,0.000108
2023-06-08,0.000001
2023-06-09,0.000091
2023-06-09,0.000116
2023-06-10,0.000104
2023-06-11,0.000088
2023-06-12,0.000097
2023-06-13,0.000095
2023-06-14,0.000093
2023-06-14,0.000095
2023-06-15,0.000099
2023-06-16,0.000098
2023-06-17,0.000111
2023-06-19,0.000079
2023-06-19,0.000087
2023-06-20,0.000096
2023-06-20,0.000098
2023-06-21,0.000106
2023-06-22,0.00011
2023-06-23,0.000118
2023-06-24,0.000104
2023-06-25,0.000109
2023-06-25,0.000104
2023-06-26,0.000111
2023-06-27,0.000128
2023-06-28,0.000118
2023-06-29,0.000091
2023-06-30,0.000103
2023-06-30,0.0001
2023-07-01,0.000095
2023-07-03,0.000144
2023-07-04,0.000095
2023-07-05,0.000105
2023-07-05,0.000096
